timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1502928000000,4261.48,4485.39,4200.74,4285.08,795,1503014399999,3454770.0,3427,616.249,2678220.0
1503014400000,4285.08,4371.52,3938.77,4108.37,1200,1503100799999,5086960.0,5233,972.869,4129120.0
1503100800000,4108.37,4184.69,3850.0,4139.98,381,1503187199999,1549480.0,2153,274.336,1118000.0
1503187200000,4120.98,4211.08,4032.62,4086.29,467,1503273599999,1930360.0,2321,376.796,1557400.0
1503273600000,4069.13,4119.62,3911.79,4016.0,692,1503359999999,2797230.0,3972,557.356,2255660.0
1503360000000,4016.0,4104.82,3400.0,4040.0,967,1503446399999,3752510.0,6494,423.995,1637190.0
1503446400000,4040.0,4265.8,4013.89,4114.01,1001,1503532799999,4148690.0,8629,309.419,1293570.0
1503532800000,4147.0,4371.68,4085.01,4316.01,787,1503619199999,3296480.0,6247,206.82,868379.0
1503619200000,4316.01,4453.91,4247.48,4280.68,574,1503705599999,2484640.0,6554,100.098,434577.0
1503705600000,4280.71,4367.0,4212.41,4337.44,228,1503791999999,977866.0,2260,56.1901,241364.0
1503792000000,4332.51,4400.0,4285.54,4310.01,351,1503878399999,1521580.0,3670,101.651,442442.0
1503878400000,4310.01,4399.82,4124.54,4386.69,604,1503964799999,2591660.0,4349,142.788,612364.0
1503964800000,4353.65,4625.85,4313.55,4587.48,604,1504051199999,2682480.0,4159,143.443,641982.0
1504051200000,4564.52,4647.51,4416.01,4555.14,808,1504137599999,3683710.0,5551,196.062,894620.0
1504137600000,4555.14,4745.42,4555.14,4724.89,557,1504223999999,2579880.0,4161,131.947,614343.0
1504224000000,4689.89,4885.55,4654.88,4834.91,561,1504310399999,2665170.0,4000,118.66,566254.0
1504310400000,4796.16,4939.19,4286.87,4472.14,929,1504396799999,4257720.0,7475,379.2,1738330.0
1504396800000,4508.5,4714.76,4298.33,4509.08,691,1504483199999,3121050.0,6022,258.935,1169640.0
1504483200000,4505.0,4527.49,3972.51,4100.11,1395,1504569599999,5909950.0,9317,578.601,2460360.0
1504569600000,4106.97,4484.99,3603.0,4366.47,1229,1504655999999,5083450.0,10084,533.476,2214300.0
1504656000000,4366.49,4662.87,4335.26,4619.77,807,1504742399999,3626350.0,7956,422.923,1903230.0
1504742400000,4619.77,4788.59,4438.19,4691.61,500,1504828799999,2305800.0,3070,240.684,1111300.0
1504828800000,4691.66,4735.39,4028.93,4282.8,1132,1504915199999,4866530.0,4733,465.962,2004280.0
1504915200000,4282.8,4426.62,4150.06,4258.81,659,1505001599999,2815380.0,3777,287.99,1233630.0
1505001600000,4258.81,4283.0,3801.0,4130.37,660,1505087999999,2700370.0,3435,291.787,1193880.0
1505088000000,4153.62,4334.43,4098.91,4208.47,700,1505174399999,2956840.0,4228,322.198,1361870.0
1505174400000,4208.6,4394.59,4040.8,4163.72,880,1505260799999,3725190.0,6501,451.781,1911020.0
1505260800000,4159.72,4165.38,3760.0,3944.69,913,1505347199999,3570370.0,5019,363.053,1425990.0
1505347200000,3944.0,3993.0,3165.13,3189.02,1665,1505433599999,5914260.0,9066,761.154,2711570.0
1505433600000,3188.01,3856.0,2817.0,3700.0,1969,1505519999999,6588770.0,10445,966.122,3236330.0
