timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1597017600000,2.85,4.1387,2.8433,3.3885,8187688,1597622399999,28653400.0,100673,3632980.0,12743700.0
1597622400000,3.3885,3.7092,2.7431,3.25,9652951,1598227199999,30459900.0,102131,4349890.0,13817000.0
1598227200000,3.2658,4.7117,3.0001,4.4309,12907852,1598831999999,48126100.0,155768,6396660.0,23905300.0
1598832000000,4.4127,4.9475,2.0926,3.0941,17419598,1599436799999,60690800.0,191183,7745190.0,27359300.0
1599436800000,3.0785,3.8838,2.38,3.2603,20768444,1600041599999,66645100.0,205420,9583850.0,30944200.0
1600041600000,3.2656,3.5393,2.36,2.8628,21784850,1600646399999,62684900.0,277315,10124200.0,29301600.0
1600646400000,2.8628,3.2766,2.4689,3.1578,17519195,1601251199999,51303600.0,227692,8786730.0,25759300.0
1601251200000,3.1557,3.2109,2.42,2.5202,8453747,1601855999999,23402700.0,98148,3731260.0,10318600.0
1601856000000,2.5181,2.683,2.0123,2.4227,11599982,1602460799999,27445600.0,105214,5540750.0,13122200.0
1602460800000,2.4228,2.7044,2.1071,2.215,8494534,1603065599999,20160700.0,86088,3941870.0,9418500.0
1603065600000,2.2137,2.2148,1.76,1.7926,11363839,1603670399999,22116700.0,103608,5278320.0,10294300.0
1603670400000,1.7925,1.8685,1.3163,1.608,12415550,1604275199999,19689000.0,94060,5723540.0,9097940.0
1604275200000,1.6076,2.4975,1.2733,2.1558,23519423,1604879999999,44098500.0,165017,12082100.0,22803200.0
1604880000000,2.1515,2.3257,1.825,2.0407,14691582,1605484799999,30390700.0,125211,7207820.0,14950100.0
1605484800000,2.039,2.51,1.9858,2.1514,15950423,1606089599999,35142200.0,205177,7895280.0,17449700.0
1606089600000,2.161,2.49,1.7212,1.9153,20076253,1606694399999,41971800.0,251863,9807340.0,20564900.0
1606694400000,1.9184,2.2279,1.7956,1.8505,12222321,1607299199999,24920000.0,164786,5835990.0,11930000.0
1607299200000,1.8515,1.899,1.4328,1.5701,11016590,1607903999999,17790600.0,129767,5168580.0,8373010.0
1607904000000,1.5651,1.8064,1.521,1.5635,14519422,1608508799999,24479300.0,181770,6930750.0,11692100.0
1608508800000,1.5605,1.62,1.0301,1.3037,13912384,1609113599999,19121800.0,172713,6564050.0,9029970.0
1609113600000,1.3041,2.38,1.2867,2.1779,29363801,1609718399999,51973000.0,388532,15057800.0,26698800.0
1609718400000,2.1789,3.8,1.86,3.449,99382756,1610323199999,261649000.0,986661,50614200.0,133485000.0
1610323200000,3.4455,3.9876,2.5795,3.8268,49284363,1610927999999,166561000.0,749775,24175700.0,81799100.0
1610928000000,3.8243,4.17,2.5295,3.6278,31391840,1611532799999,111171000.0,428674,14756300.0,52374400.0
1611532800000,3.6287,4.805,3.4398,4.2525,30332723,1612137599999,119293000.0,429472,15463900.0,60973000.0
1612137600000,4.2568,7.1438,4.1075,6.6976,31349617,1612742399999,183028000.0,642371,15416400.0,90057500.0
1612742400000,6.6931,9.93,6.4554,8.7158,30881628,1613347199999,261453000.0,665383,15158800.0,128038000.0
1613347200000,8.7234,11.85,7.5182,11.0753,27025531,1613951999999,260210000.0,631940,12849400.0,124536000.0
1613952000000,11.0738,18.2052,9.1,13.0887,80809231,1614556799999,1132250000.0,1850816,40485800.0,567636000.0
1614556800000,13.08,15.5469,11.9,13.8174,23811858,1615161599999,327741000.0,673474,11649500.0,160476000.0
1615161600000,13.8174,16.5,12.996,14.4605,18841798,1615766399999,276180000.0,544164,9401480.0,137936000.0
1615766400000,14.461,14.9793,13.0326,14.3372,11849108,1616371199999,166317000.0,391670,5770980.0,81043300.0
1616371200000,14.3372,19.38,12.3043,18.0645,25943985,1616975999999,409195000.0,796802,12647000.0,200048000.0
1616976000000,18.0645,25.5309,17.6439,23.7755,25202239,1617580799999,526075000.0,863560,12351500.0,258419000.0
1617580800000,23.7755,29.0,21.7554,27.8517,26433736,1618185599999,686657000.0,1124901,13792200.0,359090000.0
1618185600000,27.8598,32.99,21.1,32.3358,27704451,1618790399999,752144000.0,1343449,13347900.0,363468000.0
1618790400000,32.3324,48.644,28.81,47.405,76094917,1619395199999,2781240000.0,3801731,37648800.0,1379960000.0
