timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1502928000000,301.13,312.0,298.0,308.95,2740,1502971199999,838033.0,1486,2354.24,720685.0
1502971200000,308.95,312.18,298.21,302.0,4291,1503014399999,1316620.0,3036,3870.35,1188020.0
1503014400000,302.0,311.79,295.19,307.78,4636,1503057599999,1410710.0,2911,3918.43,1192470.0
1503057600000,307.78,310.29,283.94,293.96,4902,1503100799999,1448240.0,2747,3534.0,1048340.0
1503100800000,293.31,299.9,278.0,282.58,1657,1503143999999,479412.0,1259,1220.34,353475.0
1503144000000,281.39,295.0,279.56,290.91,490,1503187199999,140611.0,536,317.633,91238.3
1503187200000,289.41,296.89,282.85,295.0,561,1503230399999,163305.0,710,443.813,129176.0
1503230400000,295.0,300.53,292.28,299.1,1949,1503273599999,579543.0,1328,1742.87,518330.0
1503273600000,299.1,333.66,294.6,331.53,1820,1503316799999,558603.0,1924,1374.81,421096.0
1503316800000,331.33,346.52,316.12,323.29,3400,1503359999999,1130870.0,2001,2629.39,876881.0
1503360000000,321.04,330.41,144.21,308.03,3693,1503403199999,1134090.0,2980,2639.72,807411.0
1503403200000,311.16,320.76,301.48,309.8,4263,1503446399999,1320340.0,3597,1794.06,557061.0
1503446400000,312.25,324.99,309.41,319.2,3750,1503489599999,1194500.0,3159,1230.51,392917.0
1503489600000,319.2,322.34,312.05,315.74,4915,1503532799999,1558960.0,5381,1051.73,335290.0
1503532800000,315.74,323.61,314.01,323.61,3806,1503575999999,1210080.0,3464,959.82,306448.0
1503576000000,322.51,328.04,317.9,323.42,2948,1503619199999,949338.0,3031,942.081,304481.0
1503619200000,323.42,335.41,323.42,331.26,3722,1503662399999,1224890.0,3514,1185.77,390447.0
1503662400000,329.68,338.28,324.9,327.24,3404,1503705599999,1129270.0,3938,1410.06,468868.0
1503705600000,327.24,332.27,323.41,327.89,2497,1503748799999,816723.0,2125,444.407,146257.0
1503748800000,328.25,335.44,324.06,330.79,2381,1503791999999,785271.0,2275,497.59,164875.0
