timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1509926400000,1.5,2.1997,0.5,1.49,2089730,1510531199999,3707030.0,9992,845354.0,1540240.0
1510531200000,1.5,1.7381,1.49,1.6,1610933,1511135999999,2541310.0,8680,564463.0,906500.0
1511136000000,1.6,1.9588,1.5388,1.8388,2267429,1511740799999,3808340.0,10445,1041250.0,1769610.0
1511740800000,1.8388,2.4,1.55,2.2617,3432683,1512345599999,6611040.0,20438,1794820.0,3490760.0
1512345600000,2.2617,2.84,2.1315,2.4619,3416358,1512950399999,8634100.0,34630,1650780.0,4254550.0
1512950400000,2.4616,6.7,2.265,5.999,5874949,1513555199999,22688800.0,58729,2923720.0,11289600.0
1513555200000,5.999,6.463,3.25,5.181,9219972,1514159999999,46515400.0,140591,4132280.0,20855700.0
1514160000000,5.1899,11.3,5.029,8.53,14345937,1514764799999,120932000.0,433078,7070280.0,59582400.0
1514764800000,8.5478,23.6,7.8,18.594,11268089,1515369599999,156651000.0,277796,5837940.0,83167100.0
1515369600000,18.5375,25.18,13.66,20.4541,13503239,1515974399999,262106000.0,396861,6656760.0,129964000.0
1515974400000,20.4546,23.231,9.4001,14.1334,37832512,1516579199999,540681000.0,667114,18062200.0,259494000.0
1516579200000,14.1334,14.4978,11.6101,13.7739,12742978,1517183999999,168273000.0,318094,5882270.0,77771800.0
1517184000000,13.7739,13.87,7.3,8.3511,13684581,1517788799999,136075000.0,507890,5813400.0,57149200.0
1517788800000,8.4003,10.4444,5.5233,8.674,22565490,1518393599999,185152000.0,648228,10860400.0,89437600.0
1518393600000,8.6739,11.8461,8.659,10.6631,16513923,1518998399999,171804000.0,628643,8133280.0,84681500.0
1518998400000,10.6631,11.2,8.6,9.35,11631852,1519603199999,113683000.0,466691,5514340.0,53814000.0
1519603200000,9.3677,11.1743,9.09,10.4139,8416565,1520207999999,87592900.0,317541,3995560.0,41614200.0
1520208000000,10.4139,10.4533,7.06,8.268,13040349,1520812799999,110606000.0,383489,6868270.0,58278700.0
1520812800000,8.2679,11.0,7.66,8.9648,31143427,1521417599999,284401000.0,577404,16593300.0,151580000.0
1521417600000,8.9664,14.9444,8.45,12.95,37630285,1522022399999,416216000.0,775195,19188700.0,211497000.0
1522022400000,12.95,13.04,9.6305,11.0767,28453877,1522627199999,318135000.0,681910,14461600.0,161876000.0
1522627200000,11.0956,13.9701,10.9815,12.1311,28559138,1523231999999,356269000.0,577829,14582600.0,181814000.0
1523232000000,12.1244,13.88,11.51,13.0989,27459883,1523836799999,347945000.0,558004,13823100.0,175490000.0
1523836800000,13.0985,13.74,11.511,12.8888,20152480,1524441599999,251942000.0,465058,9873110.0,123672000.0
1524441600000,12.8887,15.9,12.82,15.0489,28142647,1525046399999,404466000.0,587749,14431000.0,207871000.0
1525046400000,15.0489,15.15,13.5,14.012,14502688,1525651199999,208022000.0,383693,7555400.0,108419000.0
1525651200000,13.9993,15.05,12.1242,13.1515,12065970,1526255999999,163485000.0,368397,6053360.0,82184700.0
1526256000000,13.1624,16.276,11.88,14.1666,17048820,1526860799999,236303000.0,392441,8957060.0,124268000.0
1526860800000,14.1664,14.85,12.1,12.6046,12302979,1527465599999,165321000.0,307843,6584040.0,88782600.0
1527465600000,12.596,15.0254,11.611,14.6995,13348171,1528070399999,182640000.0,265218,7882370.0,108388000.0
1528070400000,14.666,17.4767,13.4,14.18,18748761,1528675199999,297010000.0,415738,10089500.0,160492000.0
1528675200000,14.18,17.2,13.6712,16.5987,20062689,1529279999999,306801000.0,489899,10367200.0,158534000.0
1529280000000,16.6105,17.38,13.3419,14.4174,19811039,1529884799999,315938000.0,514252,10302300.0,164488000.0
1529884800000,14.4174,15.1532,13.734,14.37,12756711,1530489599999,183661000.0,317381,6664460.0,96077200.0
1530489600000,14.3679,14.81,13.1402,14.01,11179751,1531094399999,157039000.0,343628,5680840.0,79773100.0
1531094400000,14.0096,14.0497,11.802,12.321,7857420,1531699199999,99243000.0,268504,4362720.0,55017300.0
1531699200000,12.321,13.9,11.8087,12.1885,11468150,1532303999999,148911000.0,349794,5913790.0,76892900.0
1532304000000,12.1594,14.8886,11.6358,13.9569,12439101,1532908799999,166232000.0,345817,6714720.0,90097100.0
1532908800000,13.9353,14.47,13.0,13.64,10352244,1533513599999,141893000.0,268541,5543440.0,76109600.0
1533513600000,13.6407,13.975,11.3,11.7999,8510942,1534118399999,107391000.0,224402,4516510.0,57128100.0
1534118400000,11.7999,11.8899,8.5318,10.1388,9487657,1534723199999,95179900.0,243333,4909590.0,49226900.0
1534723200000,10.1304,10.3,9.1803,10.2158,4934237,1535327999999,48623400.0,132587,2550910.0,25173100.0
1535328000000,10.2082,11.57,10.1023,11.3684,7551805,1535932799999,83299200.0,192358,3992730.0,44061900.0
1535932800000,11.366,11.5886,9.1535,9.5399,5023996,1536537599999,52305600.0,154853,2617410.0,27376900.0
1536537600000,9.4999,10.242,9.01,9.9399,5898684,1537142399999,57014200.0,157453,3263770.0,31592000.0
1537142400000,9.9281,10.6,9.22,10.2907,7009278,1537747199999,69444000.0,177197,4134280.0,40981900.0
1537747200000,10.3,10.3599,9.3612,10.0172,6215235,1538351999999,61715000.0,155009,3526650.0,35076900.0
1538352000000,10.0172,10.77,9.85,10.5852,9652911,1538956799999,99755600.0,126665,5914560.0,61156000.0
1538956800000,10.5852,10.6929,9.22,9.5895,7408977,1539561599999,74345500.0,111301,4336650.0,43559600.0
1539561600000,9.5883,11.0,9.5106,9.9311,9755639,1540166399999,99134900.0,129598,6603660.0,66884100.0
1540166400000,9.9123,10.0788,9.6022,9.7207,7018573,1540771199999,69052700.0,68656,5004710.0,49201500.0
