date,return,volatility,volume change,order flow imbalance,illiquidity
2018-03-12,-0.1519065771613712,0.1833126843628326,0.1131887486075522,-0.0346947606057755,5.715608208498589e-05
2018-03-19,0.033635541207303,0.1832363791015006,-0.1019871619280957,-0.0144814629970014,1.3647852210077816e-05
2018-03-26,-0.2177141984976796,0.1883310186889552,0.0792311060433414,-0.0244622262821807,9.561533192987184e-05
2018-04-02,0.0296442575883882,0.187366756814702,-0.2843481377982175,0.001500569053392,1.8336049277789733e-05
2018-04-09,0.1743818848863337,0.1878770354132664,0.1120927105198276,0.020697117715814,8.900622438959258e-05
2018-04-16,0.0504154705534367,0.1877825921241624,-0.1090626982090381,0.0225787120269211,2.582270294741098e-05
2018-04-23,0.0694532932398861,0.1858173040185821,0.2746199852443906,0.0155265038522937,2.4693538471343763e-05
2018-04-30,0.0251622326598046,0.1857160752777459,-0.3218548741260327,0.0230969094067151,1.2039979453370574e-05
2018-05-07,-0.1069030405246059,0.1838915348873432,0.008409076824156,-0.0163097826631529,5.355917420244988e-05
2018-05-14,-0.0177528637095109,0.183905509091841,-0.2043978430890855,0.0096437402692554,1.1613350064442673e-05
2018-05-21,-0.1500340232878287,0.1861887251550456,0.0438014498646281,0.0150043088531664,0.0001018070198938
2018-05-28,0.0498693331915329,0.1836734192302753,0.1045277742529326,0.1092191850164515,3.15548805312155e-05
2018-06-04,-0.1313097807450135,0.1800397276840431,-0.0027215915419926,0.0830225586830606,8.339458689730056e-05
2018-06-11,-0.0477411195617455,0.1698070464398043,0.1021374879302172,0.0884918330190095,3.115467965840649e-05
2018-06-18,-0.0496885288502469,0.1680370717855005,0.0002861847534317,0.0745136903287152,3.3272305861326896e-05
2018-06-25,0.0351955441824441,0.1633889935838489,-0.1196324008617859,0.0877673505019642,2.743307989527669e-05
2018-07-02,0.0543851885473257,0.1534953220907695,0.018026929174882,0.071037843501726,3.903140482953256e-05
2018-07-09,-0.0549831514001793,0.1453262425878111,-0.0944959543001699,0.0602559814662239,4.485235090195478e-05
2018-07-16,0.1518469818509648,0.1378563382631382,0.4247918588040333,0.0839610008222718,7.134828232160923e-05
2018-07-23,0.1046990205330299,0.1395974617369692,-0.0193735164539894,0.0731981306006945,4.489088905073531e-05
2018-07-30,-0.1561148126457887,0.1375278079525896,-0.0230441414657411,0.0480201479202525,7.321668518208109e-05
2018-08-06,-0.1074889238271849,0.1353373557638053,0.1701924506208159,0.0650947570238183,4.953954530786122e-05
2018-08-13,0.0264682826061666,0.1333505613135227,0.1229754510833276,0.08750260275684,1.1022480575590989e-05
2018-08-20,0.0337682615370757,0.1334015057004346,-0.2762359492263568,0.0684644507186858,1.8057121372922973e-05
2018-08-27,0.0860421263233985,0.1167333448804308,0.026714932677751,0.1048907700577749,4.16687053302074e-05
2018-09-03,-0.1554385973693632,0.1199691330177305,0.0384699305087514,0.0620898536092882,7.544683986786164e-05
2018-09-10,0.0398600566135129,0.1098481661419877,-0.2975092798383402,0.0957246401703823,2.738487624163577e-05
2018-09-17,0.0307297319964937,0.1094798372704401,0.0713831508330154,0.0903020547772943,1.932152863138111e-05
2018-09-24,-0.012213519032194,0.1031162534195783,-0.0068069811261472,0.0896744489877957,7.671471123879012e-06
2018-10-01,-0.001708223523522,0.0979844361908399,-0.536738413911232,0.0595462184513218,1.8332237158081565e-06
2018-10-08,-0.0426044393213634,0.0945828834025579,0.1591880689528272,0.0054337758567459,3.985932744053389e-05
2018-10-15,0.0387953782487352,0.0946668725732412,0.2408050886199944,0.0433030362171355,2.7041136872846394e-05
2018-10-22,-0.0153182954991319,0.0860530825912127,-1.0327994313256808,0.0046920227516547,3.100681233757445e-05
2018-10-29,-0.0006288639502919,0.0858510886545244,-0.0459632486104407,0.0009225935322711,1.3683627670232884e-06
2018-11-05,-0.0055722078737307,0.0790762199733183,0.0569607124271296,-0.022202166795498,1.127552758218717e-05
2018-11-12,-0.1302734863197555,0.0812747544355399,0.9905423724069952,0.0180649594422471,0.0001091652865185
2018-11-19,-0.3262645341324751,0.097622165233072,0.883823916222762,0.0180231540295103,0.0001464586787804
2018-11-26,0.0182451807091286,0.0975007572128461,-0.0345684686578413,0.0203399005219025,9.317227231428876e-06
2018-12-03,-0.1601153063732559,0.0994488854413287,-0.1652339955962026,-0.0130635643230483,0.0001079853693294
2018-12-10,-0.0935722391627881,0.1000923173755021,-0.486797903460074,0.0292985007510596,0.0001119081688051
2018-12-17,0.1964953440795362,0.1058738609781106,0.6719322622533638,0.0288974166066779,0.0001063533961254
2018-12-24,-0.0330620597755064,0.1050438979222904,-0.3869410426812737,0.0275101924717929,2.612279935487695e-05
2018-12-31,0.0476859741320643,0.1037901625944791,-0.4356284837092459,0.0373028157862756,5.853503269727553e-05
2019-01-07,-0.1370743394425126,0.1059433407806206,0.1348807733845294,0.0165899938467772,0.0001477143519261
2019-01-14,0.0178081099047589,0.1060208995038485,-0.2095792836595351,0.0429114581297839,2.485597067878785e-05
2019-01-21,0.003260878586946,0.1056243522314523,-0.2546716075594758,0.0573512140496544,5.937560587671109e-06
2019-01-28,-0.0264619981654737,0.1047039349791072,0.1882067536416856,0.0496509996683601,4.1201187310297685e-05
2019-02-04,0.0622068593456208,0.1056171598904835,0.0612102453125756,0.0611265677663929,8.92582757053724e-05
