date,return,volatility,volume change,order flow imbalance,illiquidity
2017-09-01,0.0125255049748724,0.0302647646662061,-0.0477456937414539,-0.2957439139625729,1.3557546053070322e-08
2017-09-01,-0.003033031498768,0.0297902070430208,-0.2610582037396092,-0.2006534045780493,4.263762191615802e-09
2017-09-02,-0.0844544226243476,0.0341843880358567,0.8129351380580737,-0.39411885585496,5.5983840525237887e-08
2017-09-02,-0.0395972546243592,0.0338769731287383,0.0004854369027365,-0.4102503833861236,2.8375771877631214e-08
2017-09-03,-0.0194215144069791,0.0331557965610185,-0.3472557220222407,-0.2250154361824115,1.9034542164769432e-08
2017-09-03,0.0154209834550259,0.0329190688102884,-0.2178348651589139,-0.0463723971997901,1.9735827399344658e-08
2017-09-04,-0.1644984816698261,0.0451611920142719,0.5259960490327722,-0.2198898489545544,1.3562634528545784e-07
2017-09-04,-0.0214754636403116,0.0452330714209792,-0.3563505670099,0.0231481891927833,2.7199107914245976e-08
2017-09-05,0.0421278335805131,0.0415959030600681,0.7094106075594411,0.0430933191065043,2.6756494852627315e-08
2017-09-05,0.0529997232772115,0.042644999707582,-0.7356990874635284,0.0468735760952902,6.439812743509617e-08
2017-09-06,0.070898623784627,0.0436420409487305,0.2748363219493328,-0.1461251998099105,6.125944941860894e-08
2017-09-06,-5.969971047407035e-05,0.0436414382851578,-0.6121968553200511,-0.3119450086316718,9.377767275371594e-11
2017-09-07,-0.0152197120772881,0.0434456480707976,-0.3042344148158766,-0.2067022296347559,3.271100734891427e-08
2017-09-07,0.0136961640074112,0.0434434163784248,0.1666215353187631,-0.0977008425616436,2.4376557791134545e-08
2017-09-08,-0.008888680486389,0.0432701572384244,-0.5529456379553208,-0.1112125656283908,2.7795106479469765e-08
2017-09-08,-0.0900185016043822,0.0463411022043879,1.4070191658333544,-0.0528062527670878,7.664280012633439e-08
2017-09-09,3.3003844950874875e-05,0.0460811234491862,-0.9686641631840514,0.260010540967877,7.433599774512226e-11
2017-09-09,-0.0208764709867215,0.0461681159097555,-0.1880752356091735,0.3037580320633478,5.645829543584506e-08
2017-09-10,-0.0572813255795621,0.0471925346756778,0.7930580914502066,0.1083276526589444,7.42349564677551e-08
2017-09-10,0.0463026303250656,0.0480657524348843,-0.6647739358904433,0.0902793688243695,1.1285562204792229e-07
2017-09-11,0.0032655311691113,0.0480191050758707,1.009796554957469,-0.0240734797956581,2.832277656063355e-09
2017-09-11,0.0095985595667896,0.047316556428719,-1.4018953015623694,0.0976286019285445,3.3816677529988976e-08
2017-09-12,0.0448903975458461,0.0481184538424937,1.1183326994058276,-0.1305165286019012,5.023871015111342e-08
2017-09-12,-0.0561884238892278,0.0489812619480481,-0.257204594036579,-0.1678646175749473,8.264085136029247e-08
2017-09-13,-0.1081008448493817,0.0519207091033441,0.3820049361642569,-0.1112914784098158,1.1808931114311057e-07
2017-09-13,0.0483496848341496,0.0518917785050106,-0.0505455594326956,0.1437862510568605,5.717356735131483e-08
2017-09-14,-0.1497845556427395,0.0577302171861638,0.4355425633454421,-0.2962797793686187,1.171885581838904e-07
2017-09-14,-0.1022936923932051,0.0592959894504021,0.465621614243054,-0.2893223908939114,5.58182778716838e-08
2017-09-15,-0.0769034246555686,0.0600292918207595,-0.1212441981147277,-0.1071538891699731,5.119659192046485e-08
2017-09-15,0.2386786177735953,0.0766303936053748,0.0714589639821448,-0.2118831822759315,1.3134488841210626e-07
2017-09-16,-0.011968571665295,0.076468599533641,-0.0142195450307294,-0.2031549271755408,6.378373648521442e-09
2017-09-16,-0.0027238150227098,0.076470260200336,-0.8512531615010434,-0.3580260689272193,3.534089965447909e-09
2017-09-17,-0.0262943117772821,0.0753724046438835,-0.2308343400821816,-0.4702415734813673,4.365041531196398e-08
2017-09-17,0.058811085749361,0.0763036075590857,-0.1337055530266927,-0.266571658262077,1.0745283517752144e-07
2017-09-18,0.1147975009576079,0.0795706447665038,0.1696232207774483,0.2492855193007281,1.598842081069297e-07
